WESS_LAN_num,ISO_lang,Anglicized_name,Language_JFProd,Language_name_WCD,Dialect_name
23578,lus,Mizo,"MIZO, LUSHAI",Mizo,
7519,lvs,Latvian,LATVIAN,Latvian,
20794,lwg,Wanga,"WANGA, LUHYA",Wanga,
13915,lwo,Lwo,LUWO,Lwo,
144042,lww,Varsu,LEWO,Varsu,
184511,lyn,Kwangwa,KWANGWA,Kwangwa,
13183,mad,Madurese,MADURA,,
153673,mad,Bawean,BAWEAN,West Madura,Bawean
2556,maf,Central Matakam,MAFA,,
6186,mag,Magahi,MAGAHI,Magahi,
7889,mah,Marshallese,MARSHALLESE,,
6199,mai,Maithili,MAITHILI,Maithili,
153840,mai,Maithili,VAJJIKA,Maithili,
183121,mai,Kortha,KORTHA,Kortha,
21248,mak,Makasar,MAKASAR,,
19985,mal,Malayalam,MALAYALAM,Malayalam,
5408,mam,Mam Comitancillo,"MAM, CENTRAL",Mam Comitancillo,
5410,mam,Mam Tajumulco,"MAM, TAJUMULCO",Mam Tajumulco,
5427,mam,Mam Huehuetenango,"MAM, NORTHERN",Mam Huehuetenango,
6174,mar,Wider Marathi,MARATHI,,
7309,mas,Maasai,MAASAI,Maasai,
8245,mau,Huautla De Jimenez,"MAZATECO, HUAUTLA DE JIMENEZ",West Mazatec,Huautla De Jimenez
184849,mav,Satare,SATERE-MAWE,Satare,
5240,maw,Mampru,MAMPRULI,Mampru,
16900,max,North Moluccan Malay,"MALAY, NORTH MOLUCCAN",,
8241,maz,Central Mazahua,MAZAHUA,,
144210,mbb,South Mindanao Bukid,"MANOBO, WESTERN BUKIDNON",,
1608,mbl,Maxacali,MAXAKALI,,
99564,mbs,Sarangani Manobo,"MANOBO, SARANGANI",,
12640,mbt,Matig Salug,"MANOBO, MATIGSALUG",Matig Salug,
9490,mbu,Mbula,MBULA,Mbula,
9491,mbu,Bwazza,BWAZZA,Bwazza,
144228,mbz,Amoltepec,"MIXTEC, AMOLTEPEC",Amoltepec,
173888,mcb,Machigue Nga,MATSIGENKA,Machigue Nga,
1604,mcf,Matses,MATSES,Matses,
2538,mcn,Masana,MASANA,,
8235,mco,Mixe Coatlan,"MIXE, COATLAN",Mixe Coatlan,
2530,mcp,South Makaa,MAKAA,South Makaa,
144299,mcq,Managulasi,ESE,,
3207,mcx,Pyemo,MPYEMO,Pyemo,
19951,mda,Mada,MADA,Mada,
18487,mdf,Mokshen,MOKSHA,Mokshen,
12635,mdh,Maginda Naon,MAGINDANAON,,
14749,mdj,Mangbetu,MANGBETU,Mangbetu,
15329,mdm,Yogo,MAYOGO,Yogo,
19953,mdp,Wider Mbala,MBALA,,
17471,mdr,Mandar,MANDAR,,
4336,mdw,Boshi,MBOSI,Boshi,
4768,mdy,Male,MALE,Male,
101718,med,Medlpa,MELPA,Medlpa,
144461,mek,Mekeo,MEKEO,Mekeo,
7577,men,Mende,MENDE,Mende,
101729,meq,Merey,MEREY,Merey,
20824,mer,Meru,KIMERU,Meru,
144465,met,Nenaya,MATO,Nenaya,
5472,mev,Ma,MANO,,
7839,mey,Hassaniyya,"ARABIC, HASSANIYA",Hassaniyya,
14386,mfa,Pattani Malay,"MALAY, PATTANI",Pattani Malay,
144471,mfb,Outer Lom,BANGKA,,
21197,mfe,Mauricien,KREOL MAURICEAN,Mauricien,Mauricien
101827,mfh,Matal,MATAL,Matal,
139128,mfm,South Marghi,MARGI SOUTH,,
9473,mfn,West Mbembe,"MBEMBE, CROSS RIVER",,
101833,mfo,Be,MBE,Be,
2029,mfq,Central Moba,MOBA,Central Moba,
8230,mfs,Mexican Sign Language,MEXICAN SIGN LANGUAGE,South American,Mexican Sign Language
23979,mfv,Mandyak,MANJAKU,Mandyak,
13901,mgd,Moru,MORU,Moru,
26152,mge,Mango,MANGO,Mbai Doba,Mango
32122,mgi,Jili,MIGILI,Jili,
1371,mgp,East Magar,"MAGAR, EASTERN",East Magar,
14260,mgq,Malila,MALILA,Malila,
14259,mgr,Lungu,MAMBWE-LUNGU,Mambwe,Lungu
144630,mgu,Mailu,MAILU,Mailu,
14255,mgv,Matengo,MATENGO,Matengo,
14254,mgw,Matumbi,MATUMBI,Matumbi,
144632,mgz,Mbugwe,MBUGWE,Mbugwe,
13893,mhi,Moyo,MADI,Moyo,
2485,mhk,Ngaka,MUNGAKA,Ngaka,
184452,mho,Mashi,KWAMASHI,Mashi,
18489,mhr,Olik Mari,"MARI, LOW",Olik Mari,
144716,mhu,Digaru,DIGARO-MISHMI,Digaru,
570,mhw,North Mbukushu,MBUKUSHU,North Mbukushu,
23044,mhx,Lawng Hsu,LHAO VO,Lawng,Lawng Hsu
16781,mhy,Maanyan,MAANYAN,Maanyan,
184833,mie,Tomas Ocotepec,MIXTECO CUQUILA OCOTEPEC,Tomas Ocotepec,
23922,mif,Gudur,MOFU-GUDUR,Gudur,
8303,mil,Penoles,"MIXTECO, EASTERN",Penoles,
8299,mim,Alacatlatzala,"MIXTECO, ALACATLATZALA",Alacatlatzala,
184832,mim,Potoichan,MIXTECO POTOICHAN,Alacatlatzala,Potoichan
17695,min,Minang Kabau,MINANGKABAU,,
8296,mip,Apasco,"MIXTECO, SANTA MARIA APASCO",North Nochixtlan,Apasco
5527,miq,Miskitu,MISKITO,Miskitu,
8293,mit,Acatlan,"MIXTECO, SOUTHERN PUEBLA",Acatlan,
26162,miy,Ayutla,"MIXTEC, AYUTLA",Ayutla,
139089,mjg,Zhu,"TU, HUZHU",Zhu,
139111,mjg,Minhe Yongjing,MANGGHUER WUGE,Minhe,Minhe Yongjing
6242,mjl,Mandeali,MANDEALI,Mandeali,
6222,mjt,Sawriya Malto,SAURIA PAHARIA,Malto,Sawriya Malto
23563,mjw,Karbi,KARBI,Mikiri,Karbi
143400,mjz,Manjhi,MAJHI,Manjhi,
6210,mkb,Malto,MAL PAHARIA,Malto,
20796,mkd,Macedonian,MACEDONIAN,Macedonian,
19988,mke,Mawchi,MAWCHI,Mawchi,
9461,mkf,Miya,MIYA,,
10529,mki,Dhatki,DHATKI,Sindhi Marwari,Dhatki
8287,mks,Silacayoapan,"MIXTECO, SILACAYOAPAN",Silacayoapan,
24413,mku,Konyanka,"MANINKA, KONYANKA",Konyanka,
4334,mkw,Mono Ku Tuba,MUNUKUTUBA,Kituba,Mono Ku Tuba
184646,mlq,West Maninka,"MALINKE, KENIEBA",West Maninka,
3531,mls,Masalit,MASALIT,Masalit,
7885,mlt,Maltese,MALTESE,Maltese,
17462,mnb,Wuna,MUNA,,
2440,mnf,Dani,MUNDANI,Dani,
20007,mnh,Mono,MONO,Mono,
143789,mni,Meithei,MEITEI,Meithei,
5040,mnk,Mandinka,MANDINKA,Mandinka,
20010,mnw,Mon,MON,Mon,
143863,moa,Mwa,MWAN,Mwa,
127397,moe,Uashau Innuts,INNU,Uashau Innuts,
17467,mog,Bolaang Mongondow,MONGONDOW,Bolaang Mongondow,
13889,mor,Morong,MORO,Morong,
2028,mos,Mossi,MOORE,Mossi,
143877,moy,Mocha,SHEKKACHO,Mocha,
7791,mpa,Mpoto,MPOTO,Mpoto,
143881,mpe,Majang,MAJANG,Majang,
3534,mpg,Marba,MARBA,Marba,
100947,mqb,Mbuko,MBUKO,Mbuko,
16777,mqg,Kota Bangun,"MALAY, KOTA BANGUN KUTAI",Kota Bangun,
17616,mqj,Wider Mamasa,MAMASA,,
153568,mqj,South Mamasa,PATTAE',South Mamasa,
100953,mql,Mbelime,MBELIME,Mbelime,
127670,mqu,Mundari,MUNDARI (South Sudan),Mundari,
20025,mqx,Mamuju,MAMUJU,Mamuju,
17282,mqy,Wider Manggarai,MANGGARAI,,
9030,mrd,West Magar,"MAGAR, WESTERN",West Magar,
24177,mrg,Mishing,MISING,Mishing,
9198,mri,Maori,MAORI,Maori,
144083,mrn,Cheke Holo,CHEKE HOLO,,
1251,mro,Mru,MRU,Mru,
6178,mrr,Maria,MARIA,Maria,
9495,mrt,Marghi,MARGHI CENTRAL,Marghi,
12624,mrw,Ranao,MARANAO,Ranao,
12622,msb,Masbate,MASBATENYO,Masbate,
23196,msh,Masikoro,MASIKORO,Masikoro,
184668,msm,Wider Agusan Manobo,AGUSAN-SURIGAO MANOBO,,
5038,msw,Sua,MANSOANKA,Sua,
173673,mta,South Cotabato,DULANGAN MANOBO,,
144156,mtd,Maung,MUALANG,Maung,
184512,mtl,Montol,TEHL,Montol,
19191,mtq,Muong,MUONG,Muong,
20814,mtr,Mewari,MEWARI,Mewari,
2453,mua,Mundang,MUNDANG,,
2449,mug,Muskum,MUSGU,Muskum,
184502,muh,Wider Mundo,MUNDU,,
17774,mui,Jawa Palembang,PALEMBANG,Jawa Palembang,
6171,mup,Malvi,MALVI,Malvi,
4764,mur,Murle,MURLE,Murle,
101474,mut,Kondagaon Muria,"MURIA, WESTERN",Maria,Kondagaon Muria
2430,muy,Muyang,MUYANG,Muyang,
10527,mve,Sindhi Marwari,"MARWARI, NORTHERN",Sindhi Marwari,
10528,mve,Bhil Marwari,"MARWARI, SOUTHERN",Bhil Marwari,
22293,mvf,Oyrat,INNER MONGOLIAN,Oyrat,
17601,mvp,Duri,DURI,Duri,
10526,mvy,Palasi,"KOHISTANI, INDUS",Palasi,
144351,mwc,Are,ARE,Are,
14124,mwe,Mwera,MWERA,Mwera,
184647,mwk,Kita,"MALINKE, KITA",East Maninka,Kita
22640,mwm,Majingai,SARA,Majingai,
53095,mwn,Mwanga,NAMWANGA,Mwanga,
8746,mwq,Mun,"CHIN, MUN",Mun,
101562,mwt,Moken,MOKEN,Moken,
17797,mwv,Mentawei,MENTAWAI,,
4012,mww,Hmong Daw,HMONG DAW,Hmong Daw,
8202,mxa,Northwest Oaxaca,"MIXTECO, NORTHWEST OAXACA",Northwest Oaxaca,
8456,mxc,Central Manyika,MANYIKA,Central Manyika,
144425,mxe,Mele,MELE-FILA,Mele,
144427,mxj,Miju,MIJU-MISHMI,Miju,
8193,mxv,Metlatonoc,"MIXTECO, METLATONOC",Metlatonoc,Metlatonoc
24007,mxv,Mixteco Terroro Venado,"MIXTECO, TERRORO VENADO",Metlatonoc,Mixteco Terroro Venado
24293,mya,Central Burmese,BURMESE MUSSELMANI,Central Burmese,
184854,mya,Myan Formal,"BURMESE, STANDARD",Central Burmese,Myan Formal
184855,mya,Bama General,"BURMESE, COMMON",Central Burmese,Bama General
20917,myk,Minianka,MINIANKA,,
101665,myl,Moma,MOMA,Moma,
144517,mym,Meen,ME'EN,Meen,
1821,myu,Mundurucu,MUNDURUKU,Mundurucu,
18483,myv,Erzyan,ERZYA,Erzyan,
20815,myx,Masaba,LUMASABA,Masaba,
175157,mzk,Naare,MAMBILLA,Naare,
2441,mzm,East Mumuye,MUMUYE,,
24216,mzm,Zing,ZING,Zing,
144593,mzw,Deg,DEG,Deg,
1816,nab,Southeast Nambikwara,"NAMBIKUARA, SOUTHERN",,
20842,nag,Jiharwa,NAGAMESE,Jiharwa,
11536,nak,Nakonai,NAKANAI,,
53327,naq,Khoi-Khoi,KHOEKHOEGOWAB,,
20061,nas,Nasioi,NAASIOI,Nasioi,
8818,nau,Nauru,NAURUAN,Nauru,
19097,nav,Navajo,NAVAHO,Navajo,
101847,nbc,Chang,"NAGA, CHANG",Chang,
6144,nbe,Tableng,"NAGA, KONYAK",Tableng,
9410,nbh,Ngamo,NGAMO,Ngamo,
6110,nbi,Mao,"NAGA, MAO",Mao,
20852,nbl,South Ndebele,"NDEBELE, SOUTHERN",South Ndebele,
6108,nbu,Rongmai Naga,"NAGA, RONGMEI",,
26416,nbw,Ngbandi,NGBANDI-NGIRI,Ngbandi,
26419,nch,Central Huesteca,"NAHUATL, CENTRAL HUASTECA",Nahuatl,Central Huesteca
144765,ncj,North Puebla,"NAHUATL, NORTHERN PUEBLA",Nahuatl,North Puebla
5232,ncu,Wider Chumburu,CHUMBURUNG,,
8441,ndc,Ndau,NDAU,Ndau,
20851,nde,North Ndebele,"NDEBELE, NORTHERN",North Ndebele,
20070,ndh,Ndali,NDALI,Ndali,
184509,ndi,Samba Leko,SAMA MUM,Samba Leko,
14117,ndj,Ndamba,NDAMBA,Ndamba,
22379,ndl,Dolo,KINTANDU,Dolo,
176097,ndr,Ndoola,NDOLA,Ndoola,
143453,ndv,Ndut,NDUT,Ndut,
13876,ndz,Ndogo,NDOGO,Ndogo,
102103,neb,Ween,TOURA,Ween,
20830,neq,Atitlan,ATITLAN MIXE,Northeast Mixe,Atitlan
6093,new,Newari,NEWARI,Newari,
5228,nfr,Nafanra,NAFAANRA,,
4327,nga,Wider Ngbaka,NGBAKA,,
15269,ngb,Ngbandi,NGBANDI,Ngbandi,
20077,ngc,Ngombe,NGOMBE,Ngombe,
184944,ngc,Ngombe,"NGOMBE, NORTH",Ngombe,
9396,ngi,Ngezem,NGIZIM,Ngezem,
7790,ngl,Lomwe,LOMWE,Lomwe,
14115,ngp,Ngulu,NGULU,Ngulu,
20843,ngu,Guerrero,AZTEC NAHUATL GUERRERO,Nahuatl,Guerrero
143643,ngz,Gungwel,NGUNGWEL,Gungwel,
8188,nhe,Huautla,"NAHUATL, EASTERN HUASTECA",Nahuatl,Huautla
53392,nho,Takuu,TAKUU/NAKUMANU,Takuu,
2364,nhu,Noni,NOONE,Noni,
8170,nhw,Tamazunchale,NAHUATL WESTERN HUASTECA,Nahuatl,Tamazunchale
20089,nia,Wider Nias,NIAS,,
37411,nih,Nyiha Tanzania,ISHINYIHA,Nyiha,Nyiha Tanzania
172218,nij,Wider Ngadju,DAYAK NGAJU,,
24140,nim,Lyamba,NYIRAMBA,Lyamba,Lyamba
27269,nin,Ninzam,NINZO,Ninzam,
102324,niq,Nandi,NANDI,Nandi,
15256,nix,West Nyoro,HEMA,Nyoro-Toro,West Nyoro
24295,niy,Dru,NDRUNA,Dru,
2363,nja,Nzanyi,NZANYI,Nzanyi,
6079,njh,Lotha,"NAGA, LOTHA",Lotha,
6071,njm,Anga,"NAGA, ANGAMI",Anga,
143810,njn,Liang Mai,"NAGA, LIANGMAI",Liang Mai,
176313,njo,Ao,AO,Ao,
22564,njz,Nisi,NYISHI,Nisi,
15739,nka,Nkoya,NKOYA,Nkoya,
143890,nkh,Khezha,"NAGA, KHEZHA",Khezha,
2357,nla,Ngombale,NGOMBALE,Ngombale,
16214,nlc,Hmanggona,NALCA,Hmanggona,
1269,nld,Dutch,DUTCH,Dutch,
100971,nle,Northeast Nyala,NYALA,Northeast Nyala,
143904,nlg,Gela,GELA,Gela,
8164,nlv,Orizaba,"NAHUATL, ORIZABA",Nahuat,Orizaba
184815,nma,Outer Maram Naga,MARAM NAGA,,
6044,nmf,Tangkhul,"NAGA, TANGKHUL",Tangkhul,
15865,nmq,Nambya,NAMBYA,Nambya,
5220,nmz,Nawd,NAWDM,Nawd,
20849,nnb,Nande,KINANDI,Nande,
37552,nnc,Nancere,NANGJERE,Nancere,
2348,nnh,Ngiemboon,NGIEMBOON,Ngiemboon,
144101,nnj,Nyangatom,NYANGATOM,Nyangatom,
14108,nnq,Ngindo,NGINDO,Ngindo,
4187,noa,Waunana,WAUMEO,,
21118,nod,Lanna,"THAI, NORTHERN",Lanna,
6029,noe,Nimadi,NIMADI,Nimadi,
18634,nog,Noghay,NOGAI,Noghay,
101184,noi,Bhilodi,NOIRI,Vasavi,Bhilodi
11479,nop,Manggang,NUMANGGANG,,
10393,nor,Bok Mal,"NORWEGIAN, BOKMAL",Norwegian Formal,Bok Mal
176708,nph,Phom,PHOM,Phom,
1370,npi,Nepali,NEPALI,Nepali,
111586,npi,Acchami,ACCHAMI,Nepali,Acchami
111587,npi,Baitadi,BAITADELI,Nepali,Baitadi
111588,npi,Darjula,DARCHULELI,Nepali,Darjula
111589,npi,Bajhangi,BAJHANGI,Nepali,Bajhangi
184907,npi,Bajurali,BAJURELI,Nepali,Bajurali
8173,npl,Chilac,"NAHUATL, SOUTHEAST PUEBLA",Nahuat,Chilac
101301,npy,Napu,NAPU,Napu,
101310,nri,Chokri,"NAGA, CHOKRI",Chokri,
101316,nsa,Sangtam,"NAGA, SANGTAM",Sangtam,
24433,nsd,"Nisu, Southern",SOUTHERN NISU,"Nisu, Southern",
8464,nse,Nsenga,NSENGA,Nsenga,
144286,nsm,Sema Naga,"NAGA, SUMI",,
13465,nso,Pedi,"SOTHO, NORTHERN",Pedi,
6007,nst,Chem Chang,"TANGSHANG, SHECYU-CYAMCYANG",West Tase,Chem Chang
139179,nst,Wider Tangsa,HAKHUN,,
184546,nst,Khemsing,"TANGSA, KIMSING",West Tase,Khemsing
154395,ntk,Koma,IKOMA,Zanaki,Koma
144370,ntp,North Tepehuan,"TEPEHUAN, NORTHERN",North Tepehuan,
14731,nuj,Nyuli,NYOLE,Nyuli,
9384,nup,Wider Nupe,NUPE,,
4752,nus,Nuer,NUER,,
7481,nut,Nung,NUNG,Nung,
184629,nwb,Bwa,NYAMBOA,Bwa,
15013,nwi,Wider Nowai,"TANNA, SOUTHWEST",,
3974,nxq,West Naxi,NAXI,West Naxi,
20857,nya,Chewa,CHICHEWA,Chewa,
144539,nyd,Nyore,OLUNYOLE,Nyore,
20117,nyf,Giryama,GIRYAMA,Giryama,
588,nyk,Nyaneka,NYANEKA,Nyaneka,
14089,nym,Nyamwezi,NYAMWEZI,Nyamwezi,
20859,nyn,Ankole,RUNYANKOLE,Ankole,
20861,nyo,Nyoro-Toro,RUNYORO,Nyoro-Toro,
8523,nyu,Nyungwe,NYUNGWE,Nyungwe,
53401,nyy,Nyakyusa,KINYAKYUSA (TANZANIA),Nyakyusa,
184510,nyy,Ngonde,NGONDE,Ngonde,
2329,nza,East Mbembe,"MBEMBE, TIGON",,
4312,nzb,Nzebi,NJEBI,Nzebi,
5213,nzi,Nzema,NZEMA,Nzema,
3161,nzk,Nzakara,NZAKARA,Nzakara,
101677,nzm,Ze,"NAGA, ZEME",Ze,
9194,nzs,New Zealand Sign Language,NEW ZEALAND SIGN LANGUAGE,New Zealand English,New Zealand Sign Language
53403,obo,Obo,OBO MANOBO,Obo,
184537,odk,Od,"OD, RAJPUT",Od,
184811,odk,Od,OADKI,Od,
21236,ogo,Wider Kana,OGONI,,
3001,ojw,Western Ojibwa,"OJIBWA, WESTERN",Southwest Ojibwa,Western Ojibwa
7266,oki,Okiek,OKIEK,,
9346,okr,Krika,OKRIKA,Krika,
144701,oku,Kuo,OKU,Kuo,
144702,okv,Orokaiva,OROKAIVA,,
144705,old,Mochi,MOCHI,Mochi,
184573,olu,Kuvale,KUVALE,Herero,Kuvale
144776,omb,East Aoban,"AMBAE, EAST",,
15220,omi,Wider Kaliko,OMI,,
155279,omw,Omwunra Toqura,OMWUNRA-TOQURA,Omwunra Toqura,
3964,onb,Lingao,LINGAO,Lingao,
144792,ons,East Ono,ONO,,
143460,ort,Adiwasi Odia,"ORIYA, ADIVASI",Adiwasi Odia,
185002,ort,Kolai,KUTIA,Palasi,Kolai
184528,ory,Odia,ODIA,Odia,
16640,osi,Osing,OSING,Osing,
143465,oso,Ososo,OSOSO,Ososo,
5089,oss,Ossetian,OSETIN,,
143469,otd,Danum,OT DANUM,Danum,
171233,otd,Danum,UUD DANUM,Danum,
8158,ote,Mezquital,"OTOMI, MEZQUITAL",Mezquital,
8156,otm,Huehuetla,"OTOMI, EASTERN",Huehuetla,
8154,otq,Queretaro,"OTOMI, WESTERN",Queretaro,
143475,otr,Toro,OTORO,Toro,
1795,oym,Oyampi Puku,"WAYAMPI, AMAPARI",Oyampi Puku,
1796,oym,Oyapock,"WAYAMPI, OIAPOQUE",Oyapock,
1794,pab,Paresi,PARECIS,Paresi,
143573,pae,Mveda,PAGABETE,Mveda,
12606,pag,Pangasinan,PANGASINAN,Pangasinan,
184475,pak,Parakana,PARAKANA,Parakana,
20871,pam,Ka-Pampangan,KAPAMPANGAN,Ka-Pampangan,
46771,pan,Panjabi,PUNJABI,Panjabi,
9131,pap,Papiamento,PAPIAMENTU,Papiamento,
10589,pau,Palau,PALAUAN,Palau,
4181,pbb,Paez,PAEZ,Paez,
15088,pbh,Enyapa,PANARE,Enyapa,
5446,pbo,Papel,PAPEL,Papel,
14084,pbr,Pangwa,PANGWA,Pangwa,
8145,pbs,Central Pame,"PAME, CENTRAL",Central Pame,
10519,pbt,Paktyan Pashto,"PASHTO, SOUTHERN",Paktyan Pashto,
374,pbu,Yusufsai,"PASHTO, YUSUFZAI",Pakhto,Yusufsai
184820,pbu,Pashto,"PASHTO, EASTERN AFGHAN",Pashto,
5973,pbv,Pnar,PNAR,Pnar,
3960,pcc,Buyi,BOUYEI,Buyi,
139132,pcc,Gui Zhou,BOUYEI ANSHUN,Gui Zhou,
3957,pce,Pale,"PALAUNG, PALE",Pale,
5969,pcg,Paniya,PANIYA,Paniya,
5968,pch,Pradhan,PARDHAN,Maria,Pradhan
5967,pci,Dhurwa,DURUWA,Parji,Dhurwa
5961,pck,Wider Paite Chin,"CHIN, PAITE",,
5960,pcl,Paradhi,PARDHI,Paradhi,
22176,pcm,Enpi,NIGERIAN PIDGIN ENGLISH,Enpi,
1278,pdt,Mennoniten Plaut,PLAUTDIETSCH,Mennoniten Plaut,
21773,pdu,Daung,KAYAN,Daung,
5956,peg,Pengo,PENGO,Pengo,
15213,pem,Phende,PHENDE,Phende,
6788,pes,West Farsi,"FARSI, WESTERN",Farsi Formal,West Farsi
143668,pgg,Pangwali,PANGWALI,Bhadrawahi,Pangwali
143753,pib,Piro,YINE,Piro,
4178,pid,Piaroa,PIAROA,Piaroa,
26497,pil,Yo,YOM,Yo,
143762,pio,Piapoko,PIAPOCO,,
51689,pip,Pero,PIPERO,Pero,
13316,pis,Solomonic Creole,PIJIN,Solomonic Creole,
143768,piw,Pimbwe,PIMBWE,Pimbwe,
7248,pkb,Malachini,"POKOMO, LOWER",Malachini,
184901,pkb,Pokomo,KIMPOKOMU,Pokomo,
7251,pko,Pokoot,POKOOT,Pokoot,
53402,plj,Zul,ZUL,Zul,
10500,plk,Kohistani Shina,"SHINA, KOHISTANI",Shinaki,Kohistani Shina
7761,plt,Merina,MALAGASY,Merina,
143851,pma,Wider Paama,PAAMA,,
19521,pmf,Central Pamona,PAMONA,,
153397,pmf,Potaa,TAA,Potaa,
184557,pmx,Poumei Naga,POUMAI NAGA,Poumei Naga,
100882,pmy,Irianese Malay,"MALAY, PAPUAN",Irianese Malay,
5949,pnb,Lahnda,"PANJABI, WESTERN",Lahnda,
143962,pny,Pinyi,PINYIN,Pinyi,Pinyi
8134,poe,Atzingo,"POPOLOCA, SAN JUAN ATZINGO",Atzingo,
15210,pof,Wider Poke,POKE,,
153550,poh,East Pocomchi,EASTERN POQOMCHI,East Pocomchi,
153551,poh,West Pocomchi,WESTERN POQOMCHI,West Pocomchi,
8133,poi,Popoluca Sierra,"POPOLUCA, SIERRA",Popoluca Sierra,
4451,pol,Polish,POLISH,Polish,
20880,pon,Wider Ponapean,POHNPEIAN,,
584,por,Brazilian,"PORTUGUESE, BRAZIL",Brazilian,
21064,por,Portugal Formal,"PORTUGUESE, PORTUGAL",Portuguese Formal,Portugal Formal
5059,pov,Guinean,"CRIOULO, UPPER GUINEA",Guinean,
8130,pow,Otlaltepec,"POPOLOCA, SAN FELIPE OTLALTEPEC",Otlaltepec,
127283,poy,Pogolu,POGORO,Pogolu,
144064,ppo,Podopa,FOLOPA,,
101096,pps,Temalacayuca,"POPOLOCA, SAN LUIS TEMALACAYUCA",Temalacayuca,
12518,prf,Paranan,PARANAN,Paranan,
53400,prs,Dari,DARI,Dari,
144134,psc,Persian Sign Language,PERSIAN SIGN LANGUAGE,Farsi Formal,Persian Sign Language
17760,pse,Serawai,SERAWAI,Serawai,
17773,pse,Pasemah,PASEMAH,Pasemah,
17785,pse,Ogan,OGAN,Ogan,
139166,ptq,,PATTAPU,,
154090,ptt,Enrekang,ENREKANG,Enrekang,
144251,pui,Wider Puinabe,PUINAVE,,
4310,puu,Punu,PUNU,Punu,
12603,pwm,Molbog,MOLBOG,Molbog,
8714,pwo,Pwo,"KAREN, PWO",Pwo,
101328,pwr,Powari,POWARI,Bundeli,Powari
14358,pww,Omkoi,"KAREN, PWO OMKOI",Pwo,Omkoi
144313,pye,East Grebo,"KROUMEN, PYE",,
178026,pym,Outer Fyam,PYAM,,
12422,qub,Huallaga,"QUECHUA, HUANUCO, HUALLAGA",Huanuco,Huallaga
5398,quc,Quiche Joyabaj,"QUICHE, JOYABAJ",Quiche Joyabaj,
5399,quc,Central Quiche,"QUICHE, CENTRAL",Central Quiche,
5425,quc,Central West Quiche,"QUICHE, WEST CENTRAL",Quiche Cantel,Central West Quiche
139116,quc,Quiche Cunen,"KICHE, CUNEN",Quiche Cunen,
12421,quf,Lambayeque,"QUECHUA, LAMBAYEQUE",Lambayeque,
4481,qug,Chimborazo,"QUICHUA, HIGHLAND, CHIMBORAZO",Chimborazo,
633,quh,Quechua,"QUECHUA, SOUTH BOLIVIAN",Quechua,
1428,qul,Apolo,"QUECHUA, NORTH BOLIVIAN",Apolo,
144330,qup,South Pastaza,"QUECHUA, SOUTHERN PASTAZA",South Pastaza,
12402,quy,Ayucucho,"QUECHUA, AYACUCHO",Ayucucho,
12399,quz,Cuzco,"QUECHUA, CUZCO",Cuzco,Cuzco
144393,qva,Ambo Pasco,"QUECHUA, AMBO-PASCO",Ambo Pasco,
27039,qve,Apurimac,"QUECHUA, EASTERN APURIMAC",Ayucucho,Apurimac
12441,qvh,Humalies,"QUECHUA, HUANUCO, HUAMALIES-NORTHERN DOS DE MAYO",Huanuco,Humalies
144395,qvi,Imbabura,"QUICHUA, IMBABURA HIGHLAND",Imbabura,
26302,qvm,Margos Chaulan,"QUECHUA, MARGOS-YAROWILCA-LAURICOCHA",Huanuco,Margos Chaulan
12428,qvn,Junin,"QUECHUA, NORTH JUNIN",Junin,
184501,qvs,Lamista,"KECHWA, SAN MARTIN",Lamista,
184547,qvw,Huanca,IDIOMA WANCA,Huanca,
12461,qwh,Huailas,"QUECHUA, ANCASH, HUAYLAS",Central Ancash,Huailas
144408,qxh,Panao,"QUECHUA, PANAO HUANUCO",Huanuco,Panao
12449,qxn,Conchucos,"QUECHUA, ANCASH, CONCHUCOS, NORTHERN",East Ancash,Conchucos
12445,qxo,South Conchucos,"QUECHUA, ANCASH, CONCHUCOS, SOUTHERN",East Ancash,South Conchucos
184529,qxq,Qashqai,QASHQA'I,Qashqai,
144413,qxr,Canar,"QUICHUA, CANAR HIGHLAND",Cuenca,Canar
50165,rab,Chamling,CHAMLING,Chamling,
144481,rad,Rade,RADE,,
20785,rag,Logooli,LURAGOLI,Logooli,
5934,rah,Rabha,RABHA,Rabha,
101512,ram,Canela,CANELA,Canela,
144489,rao,Rao,RAO,Rao,
176906,rar,Wider Rarotongan,COOK ISLANDS MAORI,,
5930,raw,Mut Wang,RAWANG,Mut Wang,
3936,rbb,Rumai,"PALAUNG, RUMAI",Rumai,
12923,rcf,Reunionnais,REUNION CREOLE FRENCH,Reunionnais,
17769,rej,Rejang,REJANG,,
7238,rel,Rendille,RENDILLE,Rendille,
10048,res,Reshe,RESHE,,
24263,rhg,Rohingya,ROHINGYA,Rohingya,
175097,ria,Riang,KAU BRU,Riang,
101621,rif,Rift,TARIFIT,Rift,
184497,rif,Rift,TARIFIT (ABS),Rift,
184498,rif,Rift,TARIFIT (LBS),Rift,
14248,rim,Turu,NYATURU,Turu,
23548,rjs,Bahe,"RAJBANSHI, NEPAL",West Kamarupa,Bahe
1869,rkb,Rikbaktsa,RIKBAKTSA,Rikbaktsa,
101630,rki,Rakhaing,RAKHINE,Arakanese,Rakhaing
23226,rkt,Rajbangshi,"RAJBANGSI, INDIA",West Kamarupa,Rajbangshi
101632,rkt,Rajbangshi,RANGPURIA BANGLA,West Kamarupa,Rajbangshi
