channel_id,verdict,n_claims
UCmYgxtMD9Xaz4rIFrn-AJJg,N,1
UCmYh-7T_wexpoh0OOJGi7hA,N,1
UCmYh8KtwTZfwaBTMHyBmGcA,N,1
UCmYiKAR4I0rcsBiaFeFzVdQ,N,1
UCmYiyACIdPJl47mUFPwFJoQ,N,1
UCmYjiJiXG5yJb8q4Klr2OkA,N,2
UCmYnDIBZuXfOmCxkipqLXtQ,N,1
UCmYnMehjqiSWym5qr8kSSLg,Y,1
UCmYo9Pp1vhcE0vCTvgY6OeQ,N,1
UCmYoziPnYapJdyvsAe3WpXQ,N,1
UCmYqeF3R1DcfFPVHjZSw_ew,Y,1
UCmYrVpqx98sgMBNdEVpyAug,N,1
UCmYtQTIevYtuwxoh2M-FR8w,N,1
UCmYtVs4NgCPQ5HGgQ1TXCfw,N,1
UCmYuxNQPKDUgDAFiGSqwzhQ,N,2
UCmYyDc96zXRlXz-Xr6jVJ_Q,N,4
UCmYySheIUjpBfYz5ejzCNTQ,N,1
UCmZ-VbxKZwNI257QprJXDZw,N,1
UCmZ0wU0uf4QS5oGjOSa6MPQ,N,1
UCmZ1ArDM3w5b7YfSpXzyk6Q,N,3
UCmZ1uMJjHZsNkoeRL5YwMVw,N,1
UCmZ3XEMWaqQH9WJwWDJDIoA,N,1
UCmZ5Py1MMwmmI5YKyvYkR7A,N,2
UCmZ7uhgnpuvcgpQOEXB0H0Q,N,1
UCmZ8un43TWIHSwgtwq2irMg,N,1
UCmZ9YDbtatKiTi1TOkFswRQ,N,2
UCmZBy4QJEoSBanXI27jKFzw,N,1
UCmZDFuPaMkRo4EsPnT2EWWg,N,1
UCmZFZkjqbe9YZW-UAfNpH1g,N,1
UCmZFbBLECFE4N7X_6CJmdrQ,N,1
UCmZFqxSdxZma43QmVVqOC8Q,N,1
UCmZG4qjY5x5-J0IDLdouBUA,N,1
UCmZHO_BWjARpJvAiLokHpxg,N,1
UCmZKDTghIOpTltu2hpePMtw,N,1
UCmZL5BpvD6pbTw7A2HuzPsA,N,1
UCmZMgDIXCzIKtx0pbt_LGQg,N,3
UCmZO-V8KvYbDqzRPzHb94ZQ,N,1
UCmZPZquLnLmp1b118nQElkA,N,1
UCmZPx2qqaDo5viyQBLhek0Q,N,1
UCmZQR_r0LFJXnjN-fi5oeZg,N,3
UCmZRdJplrGprUgOeXvhgv9g,N,2
UCmZTLJQJyf34wHMcqoAGB7g,N,2
UCmZTUPEiqpXXs2nRZooqMeg,Y,1
UCmZTUv4Lro-LMttPOGOdYPg,Y,1
UCmZWJE-XapGMVI7UTYgBu2w,N,1
UCmZ_KrPSW59QSzN5usyDznw,N,1
UCmZb1Ry1B0QErADDCnQyIBg,N,1
UCmZb35Bkgq_qshEWK8vtk1w,N,1
UCmZbRrwXLOt3r3XvftWUqoQ,N,1
UCmZdkVBT3ySmdW53EoSR16Q,Y,1
UCmZe7z2SBU_cz1wipAOYj5Q,N,1
UCmZgVjwW3FexyKVITaovswA,N,1
UCmZj9TaHBqjEBSwC63cx6RQ,N,1
UCmZjVN_Tzi2qqMXxvV5l4Pg,N,1
UCmZm0xWFlRFSRRxZY9kqJng,N,1
UCmZm6FxjEpuJFLG6jlGQueA,Y,1
UCmZmhPKgmg2QD58T0t2J51g,N,1
UCmZn6yro1BfFdngJfT9uEIg,Y,1
UCmZr0Vw3X4-Y7U7ulzHU-Nw,N,1
UCmZrZOnTknSmaz5gfG6gFKg,N,1
UCmZtEaSgfIeEWpD5Kp_Xs_Q,N,1
UCmZuD2zy9dZKETz5a_iNQkg,N,2
UCmZwBDU1v_UU3tWFhxSOAeA,N,1
UCmZyXZzBfeHthaD5U-603qw,N,2
UCmZzuZXO4bKDipGI0WFvjqg,N,1
UCm_-Lsw2Gg60WeRJrH7wenw,N,2
UCm_1HLxtoF5E3P_MpY-m6Cw,N,4
UCm_1nL1BnjtsrbOlL5vZJNw,N,1
UCm_2dCRLDs6XV3hJC5EPbLw,Y,1
UCm_4FVkXqaMGgxOUGzGi6Vg,Y,1
UCm_4hGJR6fSE1evNN4Zv3fQ,N,1
UCm_62pLKiupe74mE3j7KUug,N,6
UCm_77gg9EYPZp2gy7btsYMQ,N,1
UCm_8dJtFNvyrylXeQx7sLfg,Y,2
UCm_9BsuSTzOVuyznv4jetAA,N,1
UCm_B6K3fWnxFUZahtHXOWHA,N,1
UCm_CAo6qfxlc53sFU_5VmSQ,Y,5
UCm_DYUovsLgo9ggfqe7Odbw,N,1
UCm_DsXvAV26G0InTy2QWG9Q,N,2
UCm_FL06f-sMkAMBODPxMviA,Y,1
UCm_Gg1CqJoVRUF4-B45irKQ,N,7
UCm_JYnCqevqN_DA0Zk8P23A,N,11
UCm_JvAfVfjpx8Fw59EVBIxw,N,1
UCm_Ko_hYrhti16ydbNoDqng,N,1
UCm_Ln2LRK7Nxe3E3OEFklgQ,N,1
UCm_MUNpL6oQOJnjYnTf_poQ,N,1
UCm_MhCx4Ssr9m4T-i5YD-4Q,N,1
UCm_MhiyyK3vQ141YfgdcZ6g,N,3
UCm_OC3jRSe2Ll5ybPraUYbw,N,2
UCm_OKCwcKYTSmNYWGksaX6w,N,2
UCm_OVF55jqPlEwmJNyPu0Cg,N,1
UCm_PND2G6KdMaR417f6imcg,N,1
UCm_QIL2zP1gzkilcOpAMaew,N,4
UCm_QgBCVuzvQBzgDrBCv5MQ,N,3
UCm_R6nO3B4FuEjttaMJC0yA,N,1
UCm_RKa_8YuXSKTVU6V2vuXQ,N,1
UCm_U1NAMaNQhsIbp4AK9-eA,N,1
UCm_VFbblo0cOwgWus5JhqOQ,N,1
UCm_VOClEB2U4OSuWypO_NiA,N,1
UCm_XkV_isRBQQuiCXjt1g3g,N,1
UCm_eAqQKncsxaytfSzp_5YQ,N,2
UCm_eK_2-3XQ9GjKpY0h-P2A,N,1
UCm_edfkco5OB5Ffc9I0K4Mg,N,1
UCm_go__ZFZmMJP6ul0hLn-g,Y,1
UCm_k-ByUZ5JAgp7CX9hnZLw,N,1
UCm_k3MDQXAp3QwitjyMtRLA,N,1
UCm_kT933hNGN9vlFA2sLcOA,N,1
UCm_kU_q8aq_9OxHlIEO0M5Q,N,1
UCm_kfxkNo47z_t7UauPKZgg,Y,1
UCm_mTzGMTigzbTDRUIV_eAw,N,1
UCm_mmYfjKy0MSDVLUJz_ssg,N,2
UCm_nAixf9ePm7IPG2MkNo5Q,N,1
UCm_orN7QPKrYfrJPNFFGW7Q,N,1
UCm_rkgJ6I2k-Ta0gU-froGA,N,2
UCm_uqWbKIFZ6NLbcabDpZQA,N,1
UCm_wFf109wEGjOkO4yrmmrA,N,1
UCm_y3R2rlN_mMuSE_NvhTKQ,N,1
UCm_yWXAqOTm4P29JVpdFybA,N,1
UCm_zcEYRs4pHPaFm087YumA,Y,1
UCma-GABSFga27P9MS7mMRLw,Y,1
UCma-lX72usOqyAhYPTS0iSQ,N,1
UCma1BERkBKOcZQvKmDHzk_A,N,1
UCma4CA5bq-Qbr51yGqbPdGA,N,2
UCma4crtOEN4IhipG4xFs-4Q,N,1
UCma4pPBEoYARxQxBE8siU-Q,N,1
UCma5gah2kfd8jgNuc3txMHA,N,1
UCma7ZIQloedFHvSFBiGWz5A,N,1
UCma8rxecVXPRfTGrMlRbqZg,N,1
UCma9vVfRTOPK_97Rao9iGHQ,N,3
UCmaA1t3m53jPwbVZerJK8Eg,N,1
UCmaCTYv4gZOCmPwJ9QMxPew,N,1
UCmaCh8o3Hm3SZu5Q4_tHBXA,N,1
UCmaETr23epVH5Bz8rCyib_A,Y,1
UCmaFPQneundtRr8YaS08AdQ,N,1
UCmaFhrOp2lfmbrxG4tiO4mA,N,1
UCmaG6v4O_8EPR4CAKQg0Cew,N,1
UCmaIKyu1pgqiIl9-1qI_xsA,N,1
UCmaIYwJ0PA-rREUtZ3vorQQ,N,2
UCmaJBZ8b3qZbujDMStCiV3A,N,34
UCmaOqN_GF8XvQ5529bQtifw,N,1
UCmaOt_WJCc66iKEawUVKnZw,N,1
UCmaV5X9DQj-YkGW6rtPRZyA,N,1
UCmaWmrs_sud-ipzCA0HETZA,Y,1
UCmaZ5qhYfFKEaBmdhNQMV-w,N,1
UCmaZHPUKSSGYbDCrDNeq3uQ,N,2
UCmaattKRRlReAhhVFLJu0jA,N,1
UCmadYBkRcpuSU0ZI7CXGnyw,N,1
UCmadxIqPwa4SZjfi6wUPpKA,N,1
UCmaevvXv84vJQQAOTYYYKiw,N,1
UCmafQs5Oxp9Sy-y6e9-Wbdg,N,1
UCmaiVkmHlR-qIV_wTEl5-kQ,N,1
UCmais2-UjaIx_UdNf4To2Kw,Y,1
UCmaj4e7CayZB4jJT90lft0g,N,3
UCmakzjSYK1bmSnPpicJ8fkw,N,4
UCmalr9NV8ZXFHUWJmeV9Xpg,N,1
UCmama1AJmTs9sj9MojuXu-A,N,2
UCmapFgWUVqHB12mgDUuAWQg,N,1
UCmapREcjo97ZnS5nsRhDhRg,Y,1
UCmapWkLQGKGbP2lgI6EQArQ,N,1
UCmaqInxJ747xzxPwZB5b14w,N,6
UCmarGrEBuE-VIbtqfmL-2xg,N,1
UCmavDvDMikU8RZHNDTr51Pw,N,1
UCmavNSw5Oh2YFzUuE1F3CbA,N,1
UCmaxHGqWwQTa7EmbyGumx4Q,Y,1
UCmaxz4sK1uUAm_hPtioT-Aw,N,1
UCmb0F4Lv04SZOu8nYOePgXg,N,1
UCmb2fM4NoeHFcCxqiT28eiA,N,1
UCmb5aih_FI9YIwtpvC2nL8A,N,2
UCmb6NTKBdhWHmIRUpZUx5fA,N,1
UCmb6dKNyiYCq5cBBPl_UkHQ,N,1
UCmb8ck7MkTqsNW0W5YhRCCQ,N,2
UCmbA7BmklTeUpJpGNzbFXeA,N,1
UCmbBdCE_kHTELk__Uvl_Acg,N,2
UCmbC8I5R2QqOGViMmbR9LwA,N,1
UCmbF6J5W3KU0hiCSYAlsi0A,N,1
UCmbMM3JA3MwR6urieRlJdaw,N,1
UCmbMSYZPiiw1Rrg-RZp7VTg,Y,1
UCmbOV891J8yPm__7jfBCnWA,N,4
UCmbOje4ePwqJMGorut6tUTw,N,1
UCmbPH5edDJONn7Z4kuHCFdw,N,1
UCmbRN_fg2NfXHxMoA_j3a7w,N,1
UCmbTPncicZlLZCMhGCsMwTg,Y,2
UCmbTg2VsDJQ0onzqCC1Gdvw,N,1
UCmbUJyLX8uvXZ2BdRC8ws_g,N,2
UCmbUs8bU0UtLT3ERvI4yM9w,Y,1
UCmbV0iOWu8P5Nt5DnmDYKyg,N,1
UCmbVZk4RvKrrUVWBb4R536g,N,2
UCmbZIUjsXzkm1IQJ-8uP3YA,Y,1
UCmba0sAxn3eX7qOliB3iNUg,N,1
UCmbbWo9k0MulbU-GyYlpt7Q,N,1
UCmbc7LjaEbUAL-ijFsEqpGQ,Y,1
UCmbceAY9kVjY1TJxTf2qLAQ,N,1
UCmbe5UqTbcg4j_VeJFtgONQ,N,2
UCmbe72ym-_QVFn6LKNI6W0A,N,4
UCmbhG1FA_LixX6wNjJTPxPA,N,1
UCmbigsPgXbw736POqY_Nxxg,N,1
UCmbkqtrkvnLUmg8CJ3Fyf-g,N,1
UCmbpIRfMfOZqlGhiSPiLhJw,N,1
UCmbpXANWMBDP2DDW2WA08BA,N,1
UCmbpiRr98hIZV9I2hHYa7IA,N,1
UCmbqcUGhYNNCQ-RTS6LDAlg,N,2
UCmbqohgkGNN0IxqirYaIYqg,N,1
UCmbsq4WMq3l3SSMbksN__QA,N,1
UCmbu5uiYpCViiPg9XBV2Xaw,N,1
UCmbuYhKxwpEjL6I03dWWNVw,N,1
UCmbvOAs2zkcNSule47dGi1w,N,1
UCmbwV3Xccs0DG4b_TVJt-dA,N,1
UCmbx-pJ9MuvrPKc5xHrPrDQ,Y,1
UCmbxi3VMQ0UJr_U4O1VbmYQ,N,2
UCmbzRA4x9OMjWR8DS5gNMQQ,N,2
UCmbzjCa-zeEC5NL74_4PE7g,N,1
UCmbzmj4tWV6QvWi9aKMWerg,N,1
UCmc-XGuU1ts0OE-frirEXXg,N,1
UCmc0os94Iq_oYynnU3mOqPg,Y,1
UCmc1Ig77uq5-lhPkb5RUTdQ,N,1
UCmc2VArr-g02Mt85MqTZ6gw,N,1
UCmc6K_inwlDHyDk80sx4-mg,N,1
UCmc6WL8d53I7UaF8dsKQvlA,Y,1
UCmcBCmcZlPJolNheOgCDzLQ,N,1
UCmcDXEM5-7Fx_dBSQDroXJA,N,1
UCmcGpVziBbaTYV1Ec8bspUg,N,1
UCmcHB62EcQa788b4oJBzPSA,N,1
UCmcHn6FG37jVPYNDZGnBBPA,N,2
UCmcIXJBJi1BoMc5hRmIb8zg,N,2
UCmcJDl5vnCn6iqbh4zOSM7A,N,1
UCmcJZrwiCBeyguFLbItpUKQ,N,2
UCmcLze1USpQ2o-kuI2b5dAg,N,1
UCmcMQK4pDRev1fKLL0uZV4w,Y,1
UCmcNxlcJ4aDo1m9oKsLgHEQ,N,1
UCmcPDMri_udd6ZDPlLiWbfw,N,1
UCmcPul1AizH66xWY1eM9JOA,N,1
UCmcPwXNmUWtnU1Fs-EVF4DQ,N,4
UCmcT1-xUrVkXqGzXurKGJ7w,N,1
UCmcUBUWOhCf68TzkWgmOhJg,N,2
UCmcUmQmXK64Zb1p-qPKq_2g,N,1
UCmcWNYhjS8nO-TNwOGbZcSw,N,3
UCmcWqcmHm6b0nm5XXUtVkWw,N,2
UCmcY1sGrD4rZIIQb_gI6nNQ,N,1
UCmcYV76tAWcXVvKIloqkg2w,N,1
UCmcYszzcvbv94YumpTewwNg,N,2
UCmcc7-tA_rXpnXosTEJww4w,Y,1
UCmcfAO7mmdrO670aiUG70qQ,N,2
UCmcgQjVEyjGOEXMDsEr6EvA,Y,1
UCmchICudQkQvQ9x-gmvvnaA,N,1
UCmchvZd3g3jpUKoj8LsYPYw,N,1
UCmcix6MkLJ0hBum7gUtPINw,N,2
UCmckIHio3LCIZRXK3gf5IQA,N,1
UCmcl9BlQYVoBEHeuUCPp2Jg,N,1
UCmclRCxB_vBqeezIqLVuHig,N,1
UCmcnsA9LX5qj9fU5vZWW5DA,N,2
UCmco2soRiNJOx2kaY93646A,N,1
UCmcp3ls1mYwwyMJsXwobk1g,Y,1
UCmcpGRLfV_Tnbh3puK7CpQw,Y,1
UCmcqpFgUJldRDIgu2tA10ig,N,3
UCmctunnfD316cdhKtp3jlug,N,1
UCmcvfArcZVCzezWfWOrf-4w,N,1
UCmcxAc01Xdi8oc-K40ALorg,Y,1
UCmcxtAP7T9U9_Qn7QQO-QpA,N,1
UCmcz_9ZMtCSy9l2Bqz81_gg,N,2
UCmd-jMTGraYLEEd70-RLQJQ,N,2
UCmd2kksvd7uUwnUnbsw_IAw,N,1
UCmd3SmMda8FU3VhTzf29PBg,N,1
UCmd4v_z74z1FG8lLipai4Xg,N,1
UCmd6478rO9RYw3X4KXQYKSA,Y,1
UCmd6e_vfE1ApCPIjunNwJEw,N,1
UCmd7Dq1pLskD2ICOEoWhqFg,Y,1
UCmdC-dSQ-119Qrk8b7HiVAA,N,1
UCmdCdSyNtvcBgHjDEmqSwhw,N,1
UCmdGUUi_LYQlDmAORn7msJA,N,1
UCmdGyYRofyWnZA-fvNN2Daw,Y,1
UCmdHdGX-e-4HKQBu9jAwUkg,N,1
UCmdK6Lcdr5Wv8llTBVVhLLA,Y,3
UCmdQkPRVXDWQRjrtUK5BdUg,N,1
UCmdS5IQGh1CI2hqfPphByzw,N,1
UCmdTwicfxMIffmhCvM_GaYw,N,1
UCmdVx_v8eNQrZ07iYIKdd7g,N,2
UCmdXDThV0kZLhnFp-S86o3A,N,1
UCmdXnQalkJ2-yopVLbGQIkg,Y,1
UCmdYpIdJrZHOe6WKiTV68ig,N,4
UCmdZtHExhp1uAoGmdycBORA,N,1
UCmd__wpR-SwfkO7eTB4ApYA,N,1
UCmda4-_Z3jtN0Ax9-lZ-7HQ,Y,1
UCmdc9KJRxmsgrBAANSGQoLw,N,1
UCmdcTj49HzsrtlAiVzwDCTg,N,1
UCmddObfXC_j4K6i6x0qj51Q,N,1
UCmdduZc6VYE673IrWC8JKTg,N,1
UCmde8bidGAyuLg0Fu89yQQQ,N,1
UCmdfgRYOA2NwnuSjpSYQKfA,N,1
UCmdh9oQIHxtiZ2GWpDPFsDQ,N,2
UCmdheAg1np6--S648Ts79DQ,N,3
UCmdiujQ_qF7DgbE_lftBeYw,N,1
UCmdjdaiT-979cb71rMusY8g,Y,1
UCmdjyRiDoxXfFagBezdvhFw,N,1
UCmdlxArKEmrCZ0f4pDMTcuA,N,1
UCmdmAdRMrxsUhJasbVS__aw,N,1
UCmdozx9YUDxY_TDSVabbBeA,N,1
UCmdtwNekBL7oF6Vdpiu6mQQ,N,1
UCmdtwmsAZGtZgf2re-2cifw,N,1
UCmdu8n-KVTLt9PMKBqx2mpA,N,1
UCmdudBBMCpxHCXj3QmP155A,Y,1
UCmdufrW4b61JoiR67xBrirg,N,1
UCmdv0P7tmabOGxkt8yPXVVQ,N,1
UCmdvNxA_0fxNdNn6xjLKmgA,N,1
UCmdvWK-5qx29lI-AYgHFq-w,N,1
UCmdw44LQB6YS-_2u1tvEXVQ,N,1
UCme06Ah4_j0wAUoea1VyWgQ,N,1
UCme0Q_ejuLS4f0phXkHtgrg,N,2
UCme16nMZHPjVBberDsDUyBg,N,1
UCme1KEzOlR46O85rr3aW0xA,N,5
UCme2UrZDjFaeDK4WIGWI2jw,N,1
UCme45nEbbbIxJusUeipKxMQ,N,1
UCme6LW94WXUKpYfmmRBSamQ,N,1
UCme7X9Fk6x5Sh5irdogPQwA,N,1
UCme8LP-CV-D_X_hC-SJR7fA,Y,1
UCmeAMF9Vf3SAdGaEKRWOsMg,N,1
UCmeBGT4YjFEwDm94RtRQUAQ,Y,1
UCmeBOJVYDpj86KMGWdxTEcw,N,1
UCmeD-NfCgm8Wd4Ib135qzXA,N,1
UCmeE0U1rmp2X13Lv-JOKDpQ,N,1
UCmeERdQ-VE9bWLfpYS4dg9Q,N,1
UCmeFR0buJqg-3wPZztn_QfA,N,1
UCmeFnDrI1V_137nkFzxFrXA,N,5
UCmeFyDLWJcVHwn_sF-Y5KMQ,N,1
UCmeGOUPtnLEjeNHyTUyohjA,N,2
UCmeJTrkJ8rpNgYbrGlhGCwA,N,2
UCmeMvUKXMQfK74OoqAkHsBg,N,1
UCmeOsINn4O53zmFYRK5QHfg,N,6
UCmePEhr_lTL6gevm7NsF-FQ,N,1
UCmeRI19R8A2NoJ50337BNHw,N,1
UCmeSi8QQysVxJuNCf6io3CQ,N,1
UCmeUO8Jg1pFUHOZ73RGtegA,N,1
UCmeV--Ac679jS6z38nd-W3g,N,1
UCmeWJpEFrL2dSdzhCK1ef7g,Y,1
UCmeWgm6idKXaH5fi1k4T5FQ,N,1
UCmeZ1JV5mRst1nJwev3ZjVg,N,2
UCmeZAdtFcxq8MrAUV38lQqg,N,2
UCme_OIDMzsE0PzOfkF-ZIKQ,N,1
UCmeaVpZ_N6VFR31UpoX-bPA,N,1
UCmebZqQVf56C3ysAy3RK7_w,Y,2
UCmecsKmzZuFJz5T_GT8_MxQ,N,1
UCmed0PeblwkyB4Jkpc0VhKQ,Y,1
UCmeds4DyHDemDkpfHflprBg,N,1
UCmedyx_xQLiDuGfyGBc5kvQ,N,2
UCmefig1fWOY8OlmHsLhM3TA,N,1
UCmefwPnEwQDjcUvTMXAHJSA,N,3
UCmeh8rpfUwe4a7ZfOFqTNBA,N,1
UCmehFrnpSkiQIt4UtFQTGGQ,N,1
UCmeiId78RpZvPCnMCJphfMA,Y,1
UCmeipsyEGYkN7eT2tqQRioA,N,1
UCmejLuQJqeoDfi11zTXOkAQ,N,1
UCmelQnrxvWKPOS3rQhcvKog,N,1
UCmeoPLLOFlfL33HbdvCjV5g,N,1
UCmeqiAM-QqmNeBif5KkQNdQ,N,1
UCmerKKtoHV7hekQAS4I5gYQ,N,1
UCmesiIoDqrY2tOvEWNejuJQ,N,1
UCmevB7bxICDaumO4g7PHHJg,Y,1
UCmevE9gLSdUeId-XNPYuNwA,N,1
UCmevSr38asV2b9CRk8OS_qQ,N,2
UCmex1kkNeubQXGg9VNLXC_A,N,2
UCmezdM_Pgn0fOsBPw9q2JBA,N,1
UCmezdhORf9sWedZfdAcrwrw,N,1
UCmf0ohfSrYugy0Ci99kl40w,N,2
UCmf1RCaI_JiD4owAqP69czA,N,1
UCmf52oZfZ7iIBbT0ST3Gsqg,N,1
UCmf5PazGijVHXCjvGOt7Rgw,N,1
UCmf6yXVU9NcQ5eeSIc9G77Q,N,1
UCmf89aVqSaRxoX2ZY5vwUUw,N,1
UCmf8GDzur7RrDTL_YVB45zQ,N,1
UCmfBav3Rc_1RHaHGUFJ2kBg,N,1
UCmfC1r5h1rgaZVa7pBlWnNA,N,3
UCmfD4hVJYNgyZK6yuHW12jQ,N,2
UCmfDYXSlX-fijbxL-YSN7Sg,N,2
UCmfDdACZF9yGXaGHg2X4lUw,N,1
UCmfFY-lWepGan_Cv11sxFFA,N,2
UCmfG-qV53PJ2Z4loG9EyQxg,N,2
UCmfGLmskZ9DzT9OWrRlKdeA,Y,1
UCmfMfvuJMExkmVGWhwNLDfA,N,1
UCmfNETbX_yXzYTOkbSerUtA,N,3
UCmfOHy-O5XPhzPPuc4hDzfQ,N,1
UCmfPPFf3oMcqTk_URn99pcA,N,1
UCmfQUbJp37CueWJUypOvw2g,N,1
UCmfSjMz-yG45nTyq-Wjc3sQ,N,1
UCmfSw5IUtqQRJz1EKZ8ToxA,N,1
UCmfU5pQ-BwGkh7k1TqDSzWQ,N,1
UCmfYb9Ai28Sop6BBIUxiTFw,N,3
UCmfZgBQE-aMaIFLqy4n6PvA,N,1
UCmf_uCYIu9BjnnFBqop9MjQ,N,1
UCmffGp8cU89HBpoYAwsRROw,N,2
UCmfhBi1C5Zzdx529wlJHQiw,N,1
UCmfhShVqyOxHNNRMyxFnpGA,N,1
UCmfi1wSFDc815M2QEJCquoA,N,1
UCmfi63hfOCp26veELxt4W_g,N,2
UCmfkKhJ00TV2L6_wFGleQ6A,Y,1
UCmfkN-INrYu1O6AxP6YMByQ,N,1
UCmfloDye-lAViNJJOKv-cIA,N,3
UCmfp30cKMPJLvW7y1zrfDtA,N,1
UCmfpVhSe8H6eAQqFncOsLcQ,N,1
UCmfroprGOQ1fti51-IYhf1Q,N,1
UCmfs-XUziu-FGBqW-RpuOtA,N,1
UCmfuHfdrhmmXf9yzwfv9EEA,N,1
UCmfuWbqouNjDhMBoxfouR8g,N,1
UCmfvkuNKE2R_ahSFQf3LG1w,N,2
UCmfy7ZZU18i8w2KTD-VFHwA,N,2
UCmfzQvvCYmPOtqc7ukvvS-A,Y,1
UCmg06WkLYEsWTNqZjf6UPlw,N,1
UCmg1-Q5ijdw1dHizQAZN06g,N,1
UCmg4YvSmHLDGLt1l21dfiAw,N,3
UCmg7tp_QngzxehyukrxkPkA,N,1
UCmg80CbdbzieHR0REML4rSg,N,2
UCmg8GgRKHvikCn9_yPPSEEQ,N,1
UCmg8b0Sb_7vWareXVUxMQtA,N,1
UCmgA17KMsZsFEOww2Abvlvg,N,1
UCmgAWlH_SwCV5b_koZo1CPQ,N,1
UCmgAZR2Qn-O5srKscFsVfzQ,N,1
UCmgAZY_-gtfZh1S4FCypdNA,N,1
UCmgAa-TTvKi-u8AdVxVxcsg,N,1
UCmgEPVC0X_qkMPA56kiideg,N,1
UCmgEnebw1T-ERpr-tqHFyDw,N,2
UCmgGLpIxEiTyleJMlwFMvPw,N,1
UCmgH3VkwWGZEVNiKO6Zim8Q,N,1
UCmgHcamJQHSNx7Gc8bAL__w,Y,2
UCmgMlr4OAA6GSTNWcGtT7sw,N,2
UCmgNZpI0cRXi2qXR2Hqmz8g,N,1
UCmgPWcm9-y9eMHWN6NSCfRQ,N,1
UCmgQccUMzhvG0RIY_Pk14cg,Y,1
UCmgQfC0p2Zrw2gAilH5uPeg,N,1
UCmgVJDmZWPj7bOLX7cdkeEQ,N,19
UCmgVR8xzB9KaXGSTM2RjpDA,N,1
UCmg_xzWBOFp4nbKemF8VXnQ,N,1
UCmgddgL-XzH6hiV86Q9yBKQ,N,1
UCmgljZsOJP8-koXDAoIYRWQ,Y,1
UCmgmpLXeJVlQf1KdZjLYPcg,N,1
UCmgmwouayePCV5xAph8yLtg,Y,2
UCmgnYZB2W1Yc9EZeaLpQlEQ,N,1
UCmgnh2vnnnPdW_59TwI5RqA,N,1
UCmgoDyN_oZfD6q5uLd7sL4g,N,1
UCmgpdbNf3qKeYhcUjphc9QQ,N,5
UCmgsS9k10Oc9nlaTfCe-zkw,N,1
UCmgsqTM8mUb4jWBmDBkecQw,Y,1
UCmgtzP1ISST0a_mMbxxzYSg,Y,1
UCmguGLMyTSGBUEzHUEKumvg,N,2
UCmgudoTn3giWWEBHCd2hYKg,Y,1
UCmgv6a3A55U_islNXbHt6TA,N,1
UCmgvGyZtarWXswmyEelHZVQ,N,10
UCmgyHpQXAx_WhjbN--bVnnw,N,1
UCmgyctmrdUijRVgnKWp4Gwg,N,1
UCmgyofc4UscR8ZwZmxs78lg,Y,1
UCmgz8327s1o6eoKatPbrrfg,N,2
UCmgzU0JHWmoT3uAxailsOTg,N,1
UCmh2pPl-RcRMOdz3Zt0O92Q,Y,1
UCmh3U9ovqCpKNBDg6WvM4bA,N,1
UCmh4mVRPEbZbDGN3JuVUfBQ,N,15
UCmh6AjS8w46gglNd9PQMUcg,N,1
UCmh9C6pccFsY98fXBpMjpDg,N,1
UCmh9Il71QGYBbhKmjMW0neQ,N,1
UCmhAKmsKnr2rd7LUJrD2i6g,N,1
UCmhB-tQ6iPF74cSWFiZrS9A,Y,1
UCmhBNAZsOTm_2Z92Jw0iRfA,N,1
UCmhCdp4nyko8P7ejoxHyFXQ,Y,1
UCmhDMghV3-BR9DeFWqFMB7Q,N,1
UCmhDbgVG3cfCzl7kTYD91-Q,N,1
UCmhFubAMQXgmOYS51S_RdrQ,N,1
UCmhK2KfgAgQiqgizoViPs3w,N,1
UCmhN5lhtrja7L2J3e_crUgA,N,1
UCmhPon_ZbG98zsTbQ__Yj-Q,Y,1
UCmhQAgOynyfJPe8nW4Mo5rg,N,1
UCmhQQAsgpJriqpNy3zgWUVw,N,2
UCmhTcM4pmFrlC66nkMXIumQ,N,1
UCmhTc_wW5D3ChohiLSwzwmw,N,3
UCmhTp9mNkOfI1oEJ2GWYczA,Y,1
UCmhVy1OAqg7NXCXp-64k24g,N,1
UCmhWVXSSRDj_xVEUAMNtyuw,N,1
UCmhWfH8iahopONzqWdsgZRA,N,2
UCmhWqB1v72CMmQjVqA3c-Zg,N,1
UCmhYGpXhqoyJsCWp4W0MBFw,N,2
UCmhYIgDj11ecXHT3sEpeqgw,N,1
UCmhYgVIj8DO3BVs76pK0oRg,N,1
UCmhYoj_4itMxqOomBye_EhQ,Y,1
UCmhZ__2IFXdtLdGbi0WCGHA,N,1
UCmhaD-qZfsecYaXc7jyOrDg,N,1
UCmhatylzh-sI2nurbOXusrA,N,1
UCmhcJZio8r04e24qgFh-k8w,N,1
UCmhcZNDyzdvc5b8Q0-pRsGA,N,1
UCmhcn96np_MVaN5__grcU8A,N,1
UCmhe495UkxfDj5PR8PgVhTQ,N,2
UCmhjjZ4PvEvx5hUas0x9HxA,N,1
UCmhkzwSenJ_h6K0r4xnq5jw,Y,1
UCmhmKgj3E0LSDjBBHa5j9bQ,N,1
UCmhn0zLHw1SOPbrtvGL0IBg,N,1
UCmhnXOWAXAKBfa3ihar0eyg,Y,1
UCmhnokP0Zq5B9AKhpSono-g,N,2
UCmhoVzVerUsjxpto3IU-9Vg,N,1
UCmhpNvMbN_UhIauToPjptfQ,Y,1
